B00005N7P0,AH2IFH762VY5U,5.0,1005177600
B00005N7P0,AOSFI0JEYU4XM,5.0,1004486400
B00005N7OJ,A3JPFWKS83R49V,3.0,1174694400
B00005N7OJ,A19FKU6JZQ2ECJ,5.0,1163116800
B00005N7P0,A25MDGOMZ2GALN,5.0,1405296000
B00005N7P0,A3XT9XXWXFMJ1,3.0,1403568000
B00005N7P0,A3ERU005ES1IHT,5.0,1401580800
B00005N7P0,AC2278WPK3EU,5.0,1400112000
B00005N7P0,A3QRR8PSCBI07C,4.0,1395964800
B00005N7P0,A5QQOOZJOVPSF,4.0,1393372800
B00005N7P0,A1Z16630QMH8Q6,5.0,1388880000
B00005N7P0,A1LN6PL2AZGKNH,2.0,1386720000
B00005N7P0,A2FR95O3K6WZMU,5.0,1383091200
B00005N7P0,A99B5F6XYU3CZ,5.0,1380672000
B00005N7P0,A29248I4OWQW45,4.0,1374969600
B00005N7P0,A26PEGXTHPZQEE,5.0,1373846400
B00005N7P0,A3RSVR9ELA3U2E,5.0,1365120000
B00005N7P0,A2OVVHUNFT2TN7,5.0,1364083200
B00005N7P0,A3JD68LUCW99NX,3.0,1363564800
B00005N7P0,A1ZK8IKYH42IML,5.0,1362614400
B00005N7P0,A4ZMLYRYQ5K87,2.0,1361836800
B00005N7P0,A18RZ5Z6XECUNN,5.0,1358294400
B00005N7P0,A2BYKOY63IFCCQ,5.0,1355702400
B00005N7P0,AXCTTRMTBSV5J,5.0,1355702400
B00005N7P0,A3VGQU7L9OUI53,4.0,1355356800
B00005N7P0,APL636FJR8MRR,2.0,1354924800
B00005N7P0,A2GMZZ6TDYOHY7,5.0,1354752000
B00005N7P0,A1XUVLLZB9JBTE,2.0,1353888000
B00005N7P0,A22ZI4FO8J3W0,5.0,1351468800
B00005N7P0,A3S6J9C92KUL83,3.0,1345161600
B00005N7P0,A3MSSOG2DS98OQ,5.0,1337385600
B00005N7P0,AE7AJCGIUDVK3,5.0,1336003200
B00005N7P0,AF26G326ZZ2OY,5.0,1334102400
B00005N7P0,A2QB8GZ8P7Y2RD,5.0,1334016000
B00005N7Q1,A38PH87F2DLJ6S,5.0,1029542400
B00005N7Q1,A3556UAMASCD0B,5.0,1028592000
B00005N7Q1,A1RO4VUZRWN5AD,4.0,1022112000
B00005N7Q1,A38GVPHBWCYKBT,4.0,1020297600
B00005N7Q1,A1LPAB56PI3B1X,5.0,1011139200
B00005N7Q1,A2Q92TFD3JY9B1,5.0,1007596800
B00005N7Q1,A20SJRN4G2XENN,5.0,1007078400
B00005N7Q1,A19BA4RPOKQXZH,5.0,1006646400
B00005N7P0,AU4D1G5QOEB6O,5.0,1331769600
B00005N7P0,A2SI78R33PC5JR,5.0,1330128000
B00005N7P0,A3PQQVU8NHR7PM,5.0,1329264000
B00005N7P0,ALWIPFLEEH17M,5.0,1329091200
B00005N7P0,A90UMUUG7DFCU,1.0,1328486400
B00005N7P0,A1RW9ZBFC9UYYA,5.0,1328054400
B00005N7P0,A2AA9P4FGO629Q,5.0,1327968000
B00005N7P0,AWBKHL9Z878SZ,5.0,1327795200
B00005N7P0,AKZFA72JANYIK,5.0,1327622400
B00005N7P0,A2WBTUZ7LVTBSX,4.0,1327190400
B00005N7P0,AXTSIREG6PYVF,5.0,1326844800
B00005N7P0,A1TFF756I2CZ67,5.0,1326240000
B00005N7P0,A1UJBEQ1N2O99C,5.0,1325980800
B00005N7P0,A2R8LO91TXJIY2,5.0,1325894400
B00005N7P0,AG8DY3XFNJDD9,5.0,1325376000
B00005N7P0,ADYZH6B2X5Z7,5.0,1325030400
B00005N7P0,A1KMDZ8E5VN0R1,5.0,1324857600
B00005N7P0,A2H89DWNYWFN4L,4.0,1324857600
B00005N7P0,A2LQJV5DI4OZFM,2.0,1323820800
B00005N7P0,A1TFAX2TH4XA00,5.0,1323388800
B00005N7OD,ACB3VEWUWO53G,5.0,1028419200
B00005N7OD,A2UKDI5CNRDHMU,5.0,1024704000
B00005N7OD,A2NLFLB5477RXR,5.0,1021075200
B00005N7OD,AIF6EU76IRWZF,5.0,1015027200
B00005N7OD,A2IQ1OM6JPY3QM,5.0,1007683200
B00005N7OD,A1Y4463V55P6B,5.0,1004054400
B00005N7OD,A3NX5T8BX69XMJ,4.0,1004054400
B00005N7PS,A3UADM23L9MDPS,4.0,1118102400
B00005N7PS,A5RHZE7B8SV5Q,5.0,1078531200
B00005N7PS,A1IWT6KM1X8PNS,1.0,1075507200
B00005N7PS,A22X4XUPKF66MR,1.0,1062547200
B00005N7PS,A1RPTVW5VEOSI,1.0,1058227200
B00005N7PS,AWGAHK04B1SO4,1.0,1042675200
B00005N7PS,A2S166WSCFIFP5,2.0,1030233600
B00005N7PS,AMPQ8PP6MUQTM,4.0,1017878400
B00005N7PS,A3A3RQ7Z8TBTDS,5.0,1005523200
B00005N7P0,A26YS0RMVHKMWC,5.0,1322784000
B00005N7P0,A1VSRD793L412B,5.0,1322697600
B00005N7P0,A2T4XPDLZBP7XN,3.0,1320364800
B00005N7P0,A3J9VLYYT8BKGW,5.0,1319932800
B00005N7P0,A9DZTPUER694B,5.0,1318550400
B00005N7P0,A10YMCG6O18Y9S,5.0,1316131200
B00005N7P0,A2O6HZ2B9YSRXR,5.0,1315872000
B00005N7P0,A1QFC3ZKIIRG4J,2.0,1314057600
B00005N7P0,A1CZ17TQRK6JGJ,5.0,1314057600
B00005N7P0,A2VOYJS8XNBN6U,5.0,1314057600
B00005N7P0,A2WQQTKC1NNT7R,2.0,1313193600
B00005N7P0,A12NS74IM0JYGG,5.0,1309564800
B00005N7P0,AMFC4HUS3D16W,4.0,1307404800
B00005N7P0,A25NO0WDZACFUM,5.0,1306454400
B00005N7P0,A1ZVFFM4JONY3I,5.0,1304380800
B00005N7P0,AJSZZ4EBYE9YX,5.0,1304121600
B00005N7P0,A1RPKD9E294OTX,3.0,1304035200
B00005N7P0,A2QFUUR52KZI9Z,4.0,1303776000
B00005N7P0,A3P55836AE5VRY,5.0,1303344000
B00005N7P0,A3KMILYR935CHF,5.0,1302307200
B00005N7P0,A112OID07NKUTM,1.0,1300406400
B00005N7P0,AXO0BHQFBSMJO,5.0,1299542400
B00005N7P0,A13L1VQHJHSW6G,4.0,1298419200
B00005N7P0,A1KL17ER98VUHC,2.0,1296604800
B00005N7P0,A15BN1AMRT8FP1,4.0,1296259200
B00005N7P0,A1VKU9PDT5ZKHY,5.0,1294963200
B00005N7P0,A1YLVUBTV7XGBP,4.0,1294531200
B00005N7P0,A3C8EO3XJ8M1SQ,4.0,1293494400
B00005N7P0,A150VD7UM1NVL7,3.0,1293148800
B00005N7P0,AXH62CD4Y821V,5.0,1292457600
B00005N7PS,A3H4Z52P36CXVE,5.0,1434326400
B00005N7PS,A1P57DBMNB13KE,4.0,1434067200
B00005N7PS,A21GM3ZIG7SJTN,4.0,1431648000
B00005N7PS,AXURLO7NJQOTC,5.0,1430179200
B00005N7PS,A29T69AEGP3GDG,5.0,1427932800
B00005N7PS,A2M3D4GQNTMIIE,5.0,1426377600
B00005N7PS,A2H7KHOL5W3QQY,3.0,1425600000
B00005N7PS,A1N8F912MQRIE2,4.0,1424649600
B00005N7PS,A1SFRBCMW8XVBW,1.0,1422662400
B00005N7PS,A2P1CE9CC6BRVF,3.0,1421452800
B00005N7OD,A3IPPP622UF6N1,1.0,1519948800
B00005N7OD,A6WPF246AIY4F,1.0,1519689600
B00005N7OD,AVCN3H0YMAT47,1.0,1518912000
B00005N7OD,A2TXDJ50XSFIB4,1.0,1517616000
B00005N7OD,A2CLBWY7QIDMHG,2.0,1514505600
B00005N7OD,A3NNFQ3KV5SD5S,1.0,1513728000
B00005N7OD,A4JRH82051L9F,5.0,1512086400
B00005N7OD,A3EQV0ZSI01BV9,1.0,1510358400
B00005N7OD,A1MWFQI1XVFV2S,3.0,1509926400
B00005N7OD,ALJQ038O7TAE4,1.0,1506556800
B00005N7P0,A1KW68OP8JGZN7,5.0,1291680000
B00005N7P0,A2UJDH31NU6LGI,5.0,1287705600
B00005N7P0,A1D4W34E41UINV,3.0,1286409600
B00005N7P0,A1IU9VPCBKZPE8,5.0,1286236800
B00005N7P0,A22IABOCSE7G43,5.0,1285459200
B00005N7P0,A3O1FXCO5LZHKP,2.0,1285372800
B00005N7P0,A3UPY133KOTFJC,4.0,1285286400
B00005N7P0,A303X6GZK08WUT,5.0,1283644800
B00005N7P0,AQZRBU1UWMYED,4.0,1283644800
B00005N7P0,AVKZ6PSXX72A7,5.0,1282867200
B00005N7Q1,A3SFHMKLO59SNB,1.0,1524873600
B00005N7Q1,A12W92HKRTD08F,1.0,1524787200
B00005N7Q1,ARRAW6GZDZXY1,2.0,1524787200
B00005N7Q1,A2C25ATIV2IGMK,5.0,1524614400
B00005N7Q1,A3JEHMYNXU7FFC,5.0,1524441600
B00005N7Q1,A1M0OAGTV212R7,5.0,1524441600
B00005N7Q1,A2EJP9H6G3BPAV,5.0,1524355200
B00005N7Q1,A3FCON8N6PJIZB,5.0,1524355200
B00005N7Q1,A1WJ56EUJGZVF,4.0,1524355200
B00005N7Q1,AJR5YI0AJK93J,4.0,1524268800
B00005N7PS,A28C5VS2EF7YJG,1.0,1420416000
B00005N7PS,A3NLVHGP3D7ADP,5.0,1414886400
B00005N7PS,A19IVUFYLY47F2,5.0,1414540800
B00005N7PS,A29KU0K1YN0XU5,2.0,1411257600
B00005N7PS,AM0T0AKLN5GZB,4.0,1410393600
B00005N7PS,A5BZBD7CYCD2P,5.0,1410048000
B00005N7PS,AB00KQZ88BSAZ,5.0,1400112000
B00005N7PS,A2BUY0H9SOVBH3,3.0,1398211200
B00005N7PS,A317FCZV1PG81T,5.0,1383177600
B00005N7PS,AHRWSHIMCV963,3.0,1376438400
B00005N7OU,A9Q28YTLYREO7,5.0,1022284800
B00005N7OU,A1I0HUXO5KWN8O,5.0,1010534400
B00005N7OU,A1WGY6MZDZ1H9J,4.0,1004659200
B00005N7OU,AOMZTGO51ONDA,5.0,1004400000
B00005N7P0,A2MDVO0ET00EAE,3.0,1282262400
B00005N7P0,A7VC3OHVCH47B,4.0,1280620800
B00005N7P0,ASN6C11MUMR4V,4.0,1280102400
B00005N7P0,A1EHWT1K3VRVKS,1.0,1278028800
B00005N7P0,A2CVQ25SHQFVX9,5.0,1277337600
B00005N7P0,A21RTS6ZW1JPR0,3.0,1277164800
B00005N7P0,A23SRTTBUVVDX6,1.0,1277078400
B00005N7P0,A21ML571MPRGXC,4.0,1274745600
B00005N7P0,A2Q9S20S0B0O1,5.0,1274227200
B00005N7P0,A36QWEKKZUUUB2,5.0,1273276800
B00005N7PS,A2YJCKPVSNIEX,5.0,1374883200
B00005N7PS,AJIHQ3ZRRTBG8,5.0,1374364800
B00005N7PS,A3LIRKSHS4F9SV,3.0,1360022400
B00005N7PS,A1Q0W1J23FLMAC,1.0,1358035200
B00005N7PS,A2TMP0M3JIKJC6,5.0,1357862400
B00005N7PS,A1LUVA73FSGEVI,5.0,1353974400
B00005N7PS,ALXN5D0NNEAY1,5.0,1353715200
B00005N7PS,A2I2X57GERB4QA,5.0,1344384000
B00005N7PS,A3PDEDVXA8A95F,4.0,1334016000
B00005N7PS,A2ZWTFZRNQW7D5,1.0,1333411200
B00005N7P0,A32NYM0DCZ6R1M,1.0,1271116800
B00005N7P0,A2GMT03J28BHYF,3.0,1270512000
B00005N7P0,A2E9Y9YI3TDWCE,4.0,1268265600
B00005N7P0,A2YW6XOID7GV6G,4.0,1267920000
B00005N7P0,A2FXNQ08KMSKA3,1.0,1267488000
B00005N7P0,A2MS4YH4XF6V5C,5.0,1267142400
B00005N7P0,A3L2UZLJZKDUTY,1.0,1266537600
B00005N7P0,A3UFFPJ1ESYFMP,1.0,1265587200
B00005N7P0,A1NMSGYZ92BROQ,4.0,1264809600
B00005N7P0,ALPYY8JY6L3OS,3.0,1264032000
B00005N7OD,A1DP64ZVZJUR8P,5.0,1506556800
B00005N7OD,A28HPOK8C39CO1,1.0,1505088000
B00005N7OD,A2O9QY55VEKGDH,1.0,1504137600
B00005N7OD,A3IO33DUTSRSFS,1.0,1503964800
B00005N7OD,A3ILJS3Q5FGW7X,1.0,1503532800
B00005N7OD,A2X77RJOP1BFCG,1.0,1501027200
B00005N7OD,A2XU18GW8RXVJL,2.0,1500940800
B00005N7OD,A3QIHUOV5IAT0N,1.0,1500508800
B00005N7OD,A3OWTNY9H7KFQR,1.0,1500336000
B00005N7PS,A1RVM6W2YI7568,4.0,1325203200
B00005N7PS,A272P1S54T9E9E,3.0,1324857600
B00005N7PS,A1U8U70F7V110U,3.0,1298332800
B00005N7PS,A1JR6ZJNS7823N,4.0,1280793600
B00005N7PS,A218NYHPQ2RTXL,3.0,1265155200
B00005N7PS,A1WAWNUDPXI23R,4.0,1264982400
B00005N7PS,ANU0F060RSB4D,2.0,1252713600
B00005N7PS,ANTNA7JTP686X,2.0,1252713600
B00005N7PS,A2W7ZNYNSPS619,2.0,1252713600
B00005N7PS,AJ83E5N06MC0T,2.0,1251504000
B00005N7Q1,ASI8MJYHJFXZV,1.0,1524096000
B00005N7Q1,A37ISCWSAR0R9L,1.0,1524096000
B00005N7Q1,A15INOMS30BOUT,1.0,1524009600
B00005N7Q1,A1CTAJQ6N3SOVI,5.0,1524009600
B00005N7Q1,A2VG8N7ALVYAVL,5.0,1523923200
B00005N7Q1,A3GHUXTBNEA9PI,5.0,1523836800
B00005N7Q1,A1063BS4W8YHHE,5.0,1523750400
B00005N7Q1,A395PV75EKIAH6,5.0,1523577600
B00005N7Q1,AZWVOET8QZZV8,2.0,1523491200
B00005N7Q1,A3EMIWWUA5LN9Q,5.0,1523491200
B00005N7P0,AS2TX7V9Q255X,4.0,1261526400
B00005N7P0,AJVRD3EFV3H4Z,5.0,1260835200
B00005N7P0,A2KIU9UIY5XTB2,5.0,1257120000
B00005N7P0,AC6X7K4U2BGQ4,1.0,1256860800
B00005N7P0,AWNHZ6IV8M5CN,5.0,1253577600
B00005N7P0,AKFPNQ66DXCZQ,5.0,1252713600
B00005N7P0,A37UA16QMYVL5K,5.0,1252540800
B00005N7P0,A2BUCI6OL59FNB,1.0,1251763200
B00005N7P0,A6AAHFTNBWB21,5.0,1250121600
B00005N7P0,A2LZ4EVZADL3H2,5.0,1247270400
B00005N7OU,A2HJGGKX81RBXR,5.0,1462233600
B00005N7OU,ASN09SCHJXOJV,5.0,1456790400
B00005N7OU,ABPATAYAWXXAI,5.0,1453766400
B00005N7OU,AJ0YDAXX2FC6K,5.0,1447977600
B00005N7OU,A1SP8HCJ1MCE89,4.0,1438214400
B00005N7OU,AMVC9WTXYKNJ1,4.0,1434672000
B00005N7OU,A371E0L0B0YJGM,5.0,1422230400
B00005N7OU,ABV5HC4QO4PBW,1.0,1420675200
B00005N7OU,A2EP2X24WFLG4I,5.0,1409097600
B00005N7OU,A2S8UGUCJH1C9S,5.0,1390608000
B00005N7PS,A24H37KH8IY24V,5.0,1246838400
B00005N7PS,A297VPKPW55X67,3.0,1236729600
B00005N7PS,A1DOX1RVD5KVMH,4.0,1232496000
B00005N7PS,A28X7NZ02016FO,1.0,1231804800
B00005N7PS,ACH7QV21BRXLY,5.0,1225670400
B00005N7PS,AG6TX1ZJHLMO7,4.0,1224547200
B00005N7PS,AMP7TQRWAIE84,2.0,1219104000
B00005N7PS,A3G7WKGHLBOSGG,2.0,1218585600
B00005N7PS,A52Y39SZ0HMRX,5.0,1210982400
B00005N7PS,A1T61QP7QHYBRQ,5.0,1204156800
B00005N7OD,A3DZ8MTKQA3CFB,3.0,1498003200
B00005N7OD,A1CD786520G3KL,4.0,1496620800
B00005N7OD,A3P8ZUU02GP09Y,1.0,1495670400
B00005N7OD,A3ML8FZ1KM3ZRP,2.0,1495065600
B00005N7OD,A2OE6AHC8L9HPE,2.0,1494806400
B00005N7OD,A2FJQ9BKUADZ0A,4.0,1493769600
B00005N7OD,A1CRRNTUH7GU6A,3.0,1493596800
B00005N7OD,AMOTWVOJIP2CT,4.0,1492992000
B00005N7OD,A1T1I2M7Y2XMED,4.0,1492732800
B00005N7OD,A4EG0NT5BJRUF,5.0,1492387200
B00005N7P0,ABV3OEEYJCVHK,4.0,1245888000
B00005N7P0,A27JBL1VC49N7Q,4.0,1244505600
B00005N7P0,A3774MBQJ66HJS,5.0,1242950400
B00005N7P0,A2D43UG785VLEY,1.0,1242000000
B00005N7P0,A5KU8WCPNIC1S,5.0,1240358400
B00005N7P0,A1YVCGV8G16OMM,4.0,1239148800
B00005N7P0,A7J7RCN3ORSZI,3.0,1237075200
B00005N7P0,A3OIE7IE9LTPJG,5.0,1235520000
B00005N7P0,A1XYDI6ZZX12AV,5.0,1231286400
B00005N7P0,A1047EDJ84IMAS,1.0,1230595200
B00005N7OU,AMNTZU1YQN1TH,2.0,1389139200
B00005N7OU,A1MVH1WLYDHZ49,5.0,1382832000
